Source,FIPS,State,city/county,city/county_status,project_id,number,start_date,stop_date,department,lou_category,amount,project_name,category,subcategory,description,suggested_cat,suggested_subcat,Notes,start_date,stop_date
,47157,TN,Memphis,city,,,,,,Healthy Neighborhoods,1260000,Opportunity Youth,2,,"The Opportunity Youth program offers a guided path to workforce readiness and a successful citizenship for Memphis youth and young adults within the ages of 16 and 24 years old. These individuals are not in school or actively working, and too often experience challenges like homelessness, being in foster care, or involvement in youth or adult criminal systems. This program is designed to remove barriers and connect the gap between preparation and opportunity for young people to realize their full potential.",,,Essentially same comment as above,,
,47157,TN,Memphis,city,,,,,,Workforce Development,2268000,Manhood University (MHU) / Women Offering Women Support (WOWS),2,,"Manhood University and Women Offering Women Support are programs that helps build character, improve communication, and strengthen leadership skills for men and women. In pursuit of that objective the program was implemented by the City in collaboration with community partners. SLFRF funding will provide the offset of the salaries of 80 participants per year for a three-year expanded program. This program expansion will assist in reducing unemployment, particularly among previously incarcerated individuals, which is essential in the fight again recidivism. Outcomes are expected to provide mitigation to the inequities for unemployed or employed workers, especially those with lower levels of educational attainment, job attainment obstacles and/or challenges, and those whose unemployment was exacerbated by the impact of the pandemic.",,,,,
,47157,TN,Memphis,city,,,,,,"Workforce Development, Healthy Neighborhoods",387035,Blight Remediation / Public Service Corp,2,,"The Memphis Public Service Corps (MPSC) offers part time employment opportunities to serve the community through various blight remediation efforts around the City. MPSC targets opportunity youth and those with non-violent criminal backgrounds by providing employment for clearing litter and debris from parks, streets, and right of ways. During the pandemic the MPSC also provided additional community services in the form of food delivery to residents impacted by the pandemic. This initiative is partnered among various Divisions of city government, including those providing environmental services, environmental enforcement, street maintenance, and parks. The outcome of the one-year expansion funding is intended to provide for the mitigation of the impact of the pandemic, especially to unemployed workers who were already unemployed when the pandemic began and remain so due to the negative economic impacts of the pandemic, while simultaneously improving the health conditions of the community.",,,,,
,47157,TN,Memphis,city,,,,,,Public Health,396851,Micro-Memphis Cooperative Fresh Market Program,2,,"Due to COVID-19, food insecurity within underserved communities like South Memphis has compounded due to the lack of grocery stores and access to affordable health food choices. As a result, the need for increased support to access affordable nutritious food for households in South Memphis has significantly increased. The City of Memphis along with Southeast Regional Development Corporation (SRDC) will pilot a micro-grocery store that will service that geographical area. The store site (and hopefully future sites) will be in a critical area where SRDC owns vacant lots located in high traffic nodes where children and single-family female lead households are concentrated. This project is still in the developmental stage. The outcome is to pilot a program that can address and reduce food insecurity by increasing access to affordable nutritious food and create a direct pipeline for sales of produce and value-added goods from local producers to the micro grocery City of Memphis 2022 Recovery Plan Performance Report 28 stores. Local food systems will play a critical role, and direct marketing channels between farmers and consumers will boost local farmers’ income, while residents will benefit from increased access to affordable healthy foods within proximity to their homes.",,,,,
,47157,TN,Memphis,city,,,,,,Affordable Housing,1100000,Mortgage Assistance,2,,This program is designed to assist City of Memphis residents who are in danger of becoming homeless due to their inability to pay their monthly mortgage because of hardship related to the COVID-19 pandemic. The program will be managed by United Housing on behalf of the City of Memphis.,,,,,
,47157,TN,Memphis,city,,,,,,Affordable Housing,5000000,Home Repair Grant Program,2,,"Adverse conditions in early childhood, including exposure to poverty, housing insecurity, or other economic hardships, are particularly impactful across communities and especially when those conditions are exacerbated by the pandemic. The home repair grant program is designed to aid households or populations facing negative economic impacts due to COVID-19 by improving the City of Memphis 2022 Recovery Plan Performance Report 29 living conditions of low and moderate-income households by the removal of health and safety hazards. The project will grant City of Memphis homeowners funding that ranges from $5,000 to $25,000 to complete home repairs and resolve health & safety issues such as plumbing, heating and air, faulty electrical wiring, roof repair or replacement, broken or leaking windows, accessibility challenges, rotting interior flooring, exterior deterioration, and dangerous or rotting railings, stairs, landings, or porches. This is a City-led partnership administered through the Memphis Affordable Housing Trust Fund and Habitat for Humanity during year one of the program, and Habitat for Humanity and the Local Initiatives Support Corporation (LISC) during year two of the program. For dollars administered through the Memphis Affordable Housing Trust Fund, priority will be given to organizations serving 50% or lower AMI residents. The program is scheduled to launch in late 2021 or early 2022 and run through 2023. Program Objectives and expected outcomes are: • To provide assistance to Memphis homeowners who have stayed in the City to invest in their neighborhoods and homes • To stabilize housing stock, promote neighborhood revitalization, and increase home values • Eliminate blight and deterioration of housing stock • Intervene in market to stimulate private lending The Housing and Community Development Division will work with the Public Works Division and other agencies to provide funding to individuals who earn 80% AMI annually or less, and are in environmental court with code violations. The funding amount will be $500,000 for FY22. The City plans to review the partner progress towards the end of 2022 to determine if the same partners and funding levels will be implemented 2023.",,,,,
,47157,TN,Memphis,city,,,,,,Healthy Neighborhoods,450970,Mobile Library for Community Service,2,,"This program is designed to enhance educational support to help mitigate impacts of the pandemic by providing equitable access to technology and library programs. The Mobile Library will support the educational advancement and workforce readiness by offering computer classes and STEM programming. This program is expected to launch in early 2022. The funding provides for a vehicle for the mobile computer lab, laptops for the lab, bluetooth printers, tables, and a pop-up tent, as well as an additional 180 laptops for customers use.",,,,,
,47157,TN,Memphis,city,,,,,,Government,600000,Animal Services Community Support Initiative,2,,"SLFRF funds will be used to hire three additional Animal Control Officers which will increase staff and reduce the response time for dangerous, aggressive, and injured dog emergencies. The increase in personnel will reduce overtime, staff fatigue and staffing shortages.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,4800000,Group Violence Intervention Program (GVIP),1,,"The Group Violence Intervention Program (GVIP) in development by the City is designed to provide evidence and community informed comprehensive support to individuals who are at risk of gunshot victimization. The fiscal year 2022 operating budget provided the start-up of the program. The City of Memphis will use SLFRF funds for additional allocations in year two and year three of the program. The delaying of allocation until year two not only allows for the establishment of a benchmark, but also provides capacity of ARPA funding to other supportive public safety initiative in year one.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,6000000,Safety and Technology Improvements for Crime Prevention,2,,"These funds will allow the Memphis Police Department to expand its Gunshot detection system, install additional cameras throughout precincts, and purchase forensic and other work tools necessary to combat crime in our community. The project will launch in 2021 with an initial installment of $1,000,000, an expansion in 2022 with a $4,000,000 investment in 2022, and final allocation of $1,000,000 in 2023.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,6575000,Community Policing Fleet Initiative,2,,To create and maintain a “Take Home” car program for increased visibility in the community and to encourage officer recruitment and retention. The outcome is to provide a visual presence of police officers living in the communities across the City.,,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,495000,Staff Support for Public Safety Development/Training Initiatives,2,,"This initiative is to provide staff support for first responders as it relates to the impact of COVID19 pandemic correlations including increased stress on officers and increased attrition. The staff support is to enhance the Officer Wellness Program, provide timely counseling services to officers, and to provide stress reduction training. The outcome of the program is to provide critical counseling and other wellness services and training for first responders.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,270000,Public Safety Professional Development and Training Initiatives,2,,"This initiative is to provide additional training and career development for all levels of police officers. It will focus on specialized training for detective, patrol officers, and other specific areas, including leadership training that provides resources and skills that facilitates officers to transition into management positions.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,15000000,Support Staff for Public Safety Recruitment Initiatives,2,,"This project was established to support the public safety recruitment incentive programs. The City of Memphis aims to recruit 300 police officers in three years and maintain a compliment of 2,300. Recruiting these officers, particularly during and following the pandemic, will require expanding the existing recruitment team and increased marketing efforts.",,,Please see budget in project inventory. This is a typo...there is either an extra 0 or the comma is in the wrong spot,,
,47157,TN,Memphis,city,,,,,,Public Safety,12000000,Public Safety Recruitment Incentives,2,,"This project was established to combat the challenges in public safety recruitment. Frontline workers such as police officers are/were at significant risk of contracting COVID-19 during their normal course of work. Municipalities across the country have faced increased resignations and difficulty in recruiting. To adequately address crime in the city, the Memphis Police Division department needs 2,300 officers; the number currently stands at 2,015. In 2021, the department had over 80 officers retire or resign. With the ever-changing public attitude towards law enforcement and impacts of COVID-19 pandemic recruiting, police recruitment and retainment has become more competitive than ever.",,,,,
,47157,TN,Memphis,city,,,,,,Public Safety,530000,Public Safety Division Enhancements,2,,"This initiative will provide for the creation of a Felony Assault Unit to focus on non-fatal shootings. This funding will be used for the purchase of equipment necessary for the operational function of the unit. The program outcome is intended to provide enhancement to the Police Division for a specialized area of concentration, and aid in crime resolution and reduction.",,,,,
,47157,TN,Memphis,city,,,,,,Healthy Neighborhoods,15000000,Infrastructure Broadband Initiative,5,,"The project under development is to create a broadband infrastructure that provides opportunities for job growth, new business development, residential density, and educational access that will result in vibrancy and a strong sustained economic resilience for a future Memphis. It is intended to address the economic consequences of COVID-19 while reversing generations of social and economic inequity in areas of our community that have experienced underinvestment.",,,,,
,47157,TN,Memphis,city,,,,,,Infrastructure,14000000,Construction Cost Accelerator – COVID Impact on Capital Projects,2,,"This initiative was created to accommodate for the escalated construction cost for current and proposed projects due to raw materials shortage, cost escalations, and supply chain challenges, as a result of the pandemic.",,,,,
,47157,TN,Memphis,city,,,,,,Workforce Development,4000000,City Community Asset Revenue Recovery and Assistance Initiatives,2,,"This initiative is designed to assist in the recovery of City owned assets and attractions affected by tourism related deficiencies and/or to mitigate financial hardship and challenges such as declines in revenues or impacts from periods of business closure due to the pandemic. Among those impacted include the Convention Center, Botanic Gardens, the Memphis Zoo, museums, sports facilities, entertainment facilities, and historic homes.",,,,,
,47157,TN,Memphis,city,,,,,,Premium Pay,15861000,Employee Premium Pay,4,,This initiative was programed to recognize and reward essential workers who have sacrificed themselves for the continued provision of critical and operational aspects of governmental service to the organization and the community. The provisions for the plan of pay for eligible and essential workers of the City are specifically focused on those workers who were ineligible for hazard pay under the CARES Act.,,,,,
,47157,TN,Memphis,city,,,,,,Revenue Replacement,29435654,Revenue Replacement for Budget Stabilization,6,,"This initiative is programmed to respond the budget shortfalls problematic in the pandemic environment as the City works to mitigate and contain the COVID-19 pandemic, to prevent cuts to government services, and to enable the City to continue to provide valuable services and ensure that fiscal austerity measures do not hamper the broader economic recovery. The City continues to monitor the economic recovery from the pandemic, and while the amount calculated is allowable under the revenue replacement calculation, the use of such funds is evaluated periodically and is only recognized as needed. The outcome is the calculated use of funding for the recognition of revenue replacement for aggregate budget stabilization, especially across funds most severely and economically impacted by the pandemic, especially those impacted by the disruption to tourism and commercial activity.",,,,,
,26081,MI,Kent,county,FRF011,,,,,Compliance and Reporting,397000,ARPA Consultant Support,7,1,"The County has allocated funds to the administrative costs related to the use of ARPA LFRF funding. Ultimately, they hired Guidehouse Consulting (https://guidehouse.com/capabilities/industries/state-local-government) to support the County in community engagement efforts, eligibility considerations, project data collection and reporting, and audit preparation.",,,,,
,26081,MI,Kent,county,FRF012,,,,,Affordable Housing,335000,Isolation Shelter for Un-housed COVID-positive People,1,4,"This project was a reimbursement grant to support Mel Trotter Ministries’ Isolation Shelter between January 1, 2022 and March 31, 2022. The isolation shelter was one component of a County-wide effort to reduce the spread of COVID-19 in the community while continuing to provide services to the County’s most vulnerable residents. The increase in COVID positive cases associated with the Omicron variant during the winter of 2022 amplified the need for this investment. This project also reduced the burden on medical facilities by providing an alternative space for individuals who could safely isolate outside of a medical environment. The funding was provided as reimbursement to Mel Trotter Ministries for expenses incurred based on the number of individuals served and the cost to rent and operate the facility.",,,This just seems to be more public health/ public safety oriented but it is technically a reimburesment for 'homelessness' services,,
,26081,MI,Kent,county,FRF013,,,,,Compliance and Reporting,200000,"Administrative, Contract Services, General Support",7,1,"This project allocated funds to support the administrative, contractual, and other general support associated with monitoring the LFRF spending and the individual projects and initiatives.",,,,,
,26081,MI,Kent,county,FRF014,,,,,Affordable Housing,165000,Winter Emergency Shelter to Accommodate Social Distancing,1,4,"This project was a reimbursement grant to support an overflow space for Mel Trotter Ministries during the 2021-2022 winter months to increase shelter space for people experiencing homelessness in compliance with CDC-recommended social distancing guidelines to reduce the spread of COVID-19. The City of Grand Rapids and Kent County each contributed $165,000 to the winter overflow shelter expenses as partners with Mel Trotter Ministries in the effort to ensure safe sheltering during the season of highest shelter use. The shelter space directly benefits a disproportionately impacted group, specifically Kent County’s residents experiencing housing insecurity.",,,This just seems to be more public health/ public safety oriented but it is technically a reimburesment for 'homelessness' services,,
,26081,MI,Kent,county,FRF003,,,,,Workforce Development,1300000,2022 Food Service Licensing Fee,6,1,This project is intended to support food service establishments in the County that experienced negative economic impacts from COVID-19 by waiving the annual licensing fee. The funding is being paid directly to the Health Department to replace the lost revenue experienced by the department as a result of this project.,,,,,
,26081,MI,Kent,county,FRF004,,,,,Workforce Development,1000000,Organizational Improvement and Employee Well-being,6,1,"This is a five-year program of organizational improvement and employee wellbeing intended to enhance County operations, customer service, and employee retention. A wide range of organizational improvement topics would be included, such as communication, processes, policies, and culture. The new initiatives would support and expand on existing wellness and development offerings, including a focus on understanding brain chemistry to improve health, team building, and performance.",,,,,
,26081,MI,Kent,county,FRF008,,,,,Public Health,100000,COVID Testing,1,2,Funds have been allocated to support the County's COVID-19 testing location. The County used the funds specifically to support private testing sites and labs to best serve their residents.,,,,,
,26081,MI,Kent,county,FRF001,,,,,"Public Health, Government",3100000,Fuller Campus Clinic Modification,2,21,"This project is a capital expenditure to renovate a portion of the main health department clinic in Kent County, which was last renovated in 2005. It has significantly outgrown the current footprint and is no longer able to meet service delivery needs of the County’s residents, especially with the increased demand due to COVID-19. This clinic is located within a Qualified Census Tract (according to HUD’s 2022 QCT map). The funds will support a portion of the renovation, including increasing the size of the waiting room, biologics room used for vaccine storage and preparation, and clinic lab, and increasing the size and number of clinic rooms and client restrooms.",,,Maybe this should be called 'infrastructure?',,
,26081,MI,Kent,county,FRF002,,,,,Infrastructure,2000000,Knapp Corner Drain Project,5,6,The Knapp’s Corner Drain is a stormwater retention facility with a primary purpose to hold the runoff from impervious areas and slowly infiltrate into the ground. The retention basin has failed in that it no longer infiltrates making it a hazard to the surrounding homes. The project will create a force main to pump the storm water runoff into a secondary detention basin that has an outlet. The water will then be slowly release into a waterway.,,,,,
,26081,MI,Kent,county,FRF005,,,,,Public Health,533000,Kent County Convention and Arena Authority Revenue Loss,6,1,"This project is to reimburse the Kent County Convention and Arena Authority for revenue losses in Spring 2021. The County Health Department and hospital partners utilized DeVos Hall as a vaccine clinic for COVID-19 response, which resulted in cancelling events that would have provided the revenues required to maintain the venue. This facility was off line for reservation space for 4 months.",,,,,
,26081,MI,Kent,county,FRF015,,,,,Healthy Neighborhoods,375000,Broadband Initiative Consultant Support,3,4,"assess the status of broadband services in the County. Consultants will complete an analysis of access to broadband countywide and provide best practices and recommendations for broadband installation projects, models for partnering with local units and providers to fund projects and monitoring evolving broadband technology. A successful consultant engagement will provide data and recommendations that address gaps in service across Kent County. The plan will guide the remainder of the broadband initiative.",,,,,
,26081,MI,Kent,county,FRF016,,,,,Workforce Development,55000,"Diversity, Equity, and Inclusion Strategic Plan",6,1,"Development of a strategic plan to establish goals, strategies, implementation steps, and key performance indicators to integrate and align DEI best practices across county departments. There will also be an external component to ensure equitable access to services, diversity and inclusion, and that Kent County is welcoming to all people and economically sustainable.",,,,,
,26081,MI,Kent,county,FRF017,,,,,Public Health,40000,Mental Health Crisis System Data and Communications,1,12,"This project will support contract personnel to facilitate communication, data collection and reporting about the work to enhance the County’s mental health crisis system. A successful project will result in a communication strategy, a web presence for educating the community about the crisis mental health system, and initial metrics on system performance approved by the Executive Leadership Group. Measuring the performance of the system and expanding public awareness of existing county resources for mental health promotes transparency and recovery from the mental health impacts of the pandemic.",,,,,
,26081,MI,Kent,county,FRF006,,,,,Public Health,260500,COVID Vaccines,1,1,Funds to support the County’s community vaccination efforts to address the COVID-19 health pandemic.,,,,,
,26081,MI,Kent,county,FRF017,,,,,Public Health,40000,Mental Health Crisis System Data and Communications,1,12,"""This project will support contract personnel to facilitate the next phase of work on the County’s mental health crisis system. A successful project will result in a communication strategy, a web presence for educating the community about the crisis mental health system, and initial metrics on system performance approved by the Executive Leadership Group.""",,,,,
,26081,MI,Kent,county,FRF015,,,,,Healthy Neighborhoods,125000,Broadband Initiative Consultant Support,3,4,"""Project to assess the status of broadband services in the County. Consultants will complete an analysis of access to broadband countywide and provide best practices and recommendations for broadband installation projects, models for partnering with local units and providers to fund projects, and monitoring evolving broadband technology. A successful consultant engagement will provide data and recommendations that result in a county plan to secure quality internet service for 100% of the properties in Kent County. The plan will guide the remainder of the broadband initiative.""",,,,,
,26081,MI,Kent,county,FRF014,,,,,Affordable Housing,165000,Winter Emergency Shelter to Accommodate Social Distancing,1,4,"""Funds to support an overflow space for Mel Trotter Ministries during the 2021-2022 winter months to increase shelter space for people experiencing homelessness in compliance with CDC-recommended social distancing guidelines to reduce the spread of COVID-19. The City of Grand Rapids and Kent County each contributed $165,000 to the winter overflow shelter expenses as partners with Mel Trotter Ministries in the effort to ensure safe sheltering during the season of highest shelter use.""",,,I feel like this could also be public safety or public health,,
,26081,MI,Kent,county,FRF013,,,,,Compliance and Reporting,200000,"Administrative, Contract Services, General Support",7,1,"""Funds to support the administrative, contractual, and other general support associated with monitoring the SLFRF spending and the individual projects and initiatives.""",,,,,
,26081,MI,Kent,county,FRF012,,,,,Affordable Housing,254704.77,Isolation Shelter for Un-housed COVID-postivie People,1,4,"""Project to support Mel Trotter Ministries’ Isolation Shelter between January 1, 2022 and March 31, 2022. The isolation shelter was one component of a County-wide effort to reduce the spread of COVID-19 in the community while continuing to provide services to the County’s most vulnerable residents. The increase in COVID positive cases associated with the Omicron variant during the winter of 2022 amplified the need for this investment. This project also reduced the burden on medical facilities by providing an alternative space for individuals who could safely isolate outside of a medical environment. The funding was provided as reimbursement to Mel Trotter Ministries for expenses incurred based on the number of individuals served and the cost to rent and operate the facility. """,,,I feel like this could also be public safety or public health,,
,26081,MI,Kent,county,FRF011,,,,,Compliance and Reporting,500000,ARPA Consultant Support,7,1,"""Administrative costs related to the use of ARPA SLFRF funding. Hired consultants will support the County in community engagement efforts, eligibility considerations, project data collection and reporting, and audit preparation.""",,,,,
,26081,MI,Kent,county,FRF008,,,,,Public Health,100000,COVID Testing,1,2,Funds to support the County's COVID-19 testing location. The County used the funds to support privat testing sites and labs.,,,,,
,26081,MI,Kent,county,FRF001,,,,,Public Health,3100000,Fuller Campus Clinic Modification,2,21,"""This project is a capital expenditure to renovate a portion of the main health department clinic in Kent County, which was last renovated in 2005. It has significantly outgrown the current footprint and is not longer able to meet service delivery needs of the County’s residents, especially with the increased demand due to COVID-19. This clinic is located within a Qualified Census Tract (according to HUD’s 2022 QCT map). The funds will support a portion of the renovation, including: increasing the size of the waiting room, biologics room used for vaccine storage and preparation, and clinic lab, and increasing the size and number of clinic rooms and client restrooms. """,,,,,
,26081,MI,Kent,county,FRF019,,,,,Revenue Replacement,3037000,Provision of Government Services,6,1,Various projects related to the provisions of government services.,,,Should there be a public works or public 'salary' category for projects like this?,,
,26081,MI,Kent,county,FRF002,,,,,Infrastructure,2000000,Knapp Corner Drain Project,5,6,"""The Knapp’s Corner Drain is a stormwater retention facility that primary purpose is to hold the runoff from impervious areas and slowly infiltrate into the ground. The retention basin has failed in that it no longer infiltrates making it a hazard to the surrounding homes. The project will create a force main to pump the storm water runoff into a secondary detention basin that has an outlet. The water will then be slowly release into a waterway.",,,,,
,26081,MI,Kent,county,FRF016,,,,,Workforce Development,55000,"Diversity, Equity and Inclusion Strategic Plan",6,1,"Development of a strategic plan to establish goals, strategies, implementation steps, and key performance indicators to integrate and align DEI best practices across county departments. There will also be an external component to ensure equitable access to services, diversity and inclusion, and that Kent County is welcoming to all people and economically sustainable.",,,,,
,31055,NE,Douglas,county,851-DC Commissioners,,,,,"Workforce Development, Healthy Neighborhoods, Public Health",17500000,County Commissioners Assistance,1,12,"This project invests millions in fundings to provide financial and other services and programs to benefit primarily nonprofits; create employment opportunities for workers and youth; fund essential childcare, recreational, early education, and home visiting programs for families; further address trauma and violence; and additional food and nutritional resources.",,,This project seems to address a bunch of different issues,,
,31055,NE,Douglas,county,851-Mental Health,,,,,Public Health,1019086.9,Douglas County Mental Health Assistance,1,10,Provide assistance to facilitate mental health services in the community within Douglas County territory upon the success of partnership/funding of local nonprofits entities.,,,,,
,31055,NE,Douglas,county,851- Vaccination,,,,,Public Health,1941246,Douglas County Health Department Vaccination Program,1,1,To provide funding to Douglas County Health Department vaccination initiative for impacted areas within Douglas County territory,,,,,
,31055,NE,Douglas,county,851-Contact Tracing,,,,,Public Health,5627497,Douglas County Health Department Contact Tracing Program,1,3,To provide funding to Douglas County Health Department contact tracing initiative for impacted areas within Douglas County territory.,,,,,
,31055,NE,Douglas,county,851-Premium Pay,,,,,Premium Pay,9000000,Douglas County Premium Pay,4,10,"To provide premium pay to eligible workers performing essential work during the COVID-19 public health emergency,",,,,,
,31055,NE,Douglas,county,851-Premium Pay,,,,,Revenue Replacement,10000000,Douglas County Revenue Loss,6,1,To covers revenue loss costs associated to providing continuity of public safety and health services on a 24/7 schedule basis.,,,"Should this be public safety, public health or revenue replacement?",,
,31055,NE,Douglas,county,851-Internal Departments,,,,,Public Health,9967645.12,Douglas County Internal Departments,7,3,"Provide assistance to other units from Douglas County government. The Douglas County Health Department among other governments departments is overseeing the only County-run vaccination program in Nebraska, as all the other smaller counties have let the State run their COVID19 related programs. As anticipated, some of the County’s ARPA funding were used to reimburse Douglas County for those COVID-related expenses which were not reimbursed by the State or FEMA agency",,,,,
,31055,NE,Omaha,city,6663 1.04,,,,,Revenue Replacement,30762643,Revenue Replacement,6,1,"The City plans to utilize the revenue loss for the provision of government services. The most significant City responsibility is public safety; therefore, some of the revenue loss funds received will be utilized to cover payroll and benefits for public safety employees. This allows the City to ensure public safety is maintained during this unprecedented time. The City of Omaha will use the remaining revenue loss funds to cover payroll and benefits for other city employees across city departments. Individuals in all city departments provide essential services to the citizens.",,,,,
,31055,NE,Omaha,city,6663 1.05,,,,,Workforce Development,12237357,Public Sector Rehire,3,2,The City of Omaha plans to dedicate some of the funds towards rehiring in order to solve a staff deficit caused by the COVID-19 pandemic.,,,I guess this is workforce development?,,
,31055,NE,Omaha,city,6663 2.01,,,,,Workforce Development,4489600,Hotel Stimulus Program,2,35,"The pandemic-induced losses in the lodging industry brought demand and revenue in 2020 to below 2010 levels, wiping out more than a decade of growth. In an effort to combat these negative economic impacts, the City of Omaha developed the Hotel Stimulus Program which allowed hotels to apply funds based on the number of guest sleeping rooms at each hotel. These funds will allow hotels to implement COVID-19 mitigation and infection prevention measures and aid in planned expansion or upgrades of hospitality facilities delayed due to the pandemic.",,,,,
,31055,NE,Omaha,city,6663 3.01,,,,,Healthy Neighborhoods,15000000,Community Grants,2,34,"The City has prioritized programs and services that respond to basic needs, economic recovery, violence prevention and intervention and workforce readiness. Consistent with the guidance, special attention is directed toward nonprofits serving communities and populations where the public health and economic impacts of the pandemic have been most severe.",,,,,
,31055,NE,Omaha,city,6663 3.02,,,,,Compliance and Reporting,600000,Community Grants Subrecipient Indirect Costs,7,1,Omaha Community Foundation and United Way of the Midlands serve as subrecipients to manage the community grants program. This project is set up to track their administrative expenses as set forth in the agreements with the entities. The United Way of the Midlands and Omaha Community Foundation are each entitled to a 4% administrative fee for services provided.,,,,,
,31055,NE,Omaha,city,6663 4.01,,,,,Affordable Housing,3800000,Affordable Housing: Preservation & Rehabilitation,2,15,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. The Preservation & Rehabilitation program will support major or minor repairs to existing housing units. Assistance to low-to-moderate income households to maintain their homes and as an investment in the quality of the current affordable housing stock. Assistance to property owners for the preservation of renovation or reuse of existing rental housing units or naturally occurring affordable housing units, with the expectation that those units become or remain dedicated affordable housing units willing to accept public housing vouchers and/or participate in other affordable housing supportive programs.",,,,,
,31055,NE,Omaha,city,6663 4.02,,,,,Affordable Housing,800000,Affordable Housing: Homebuyer Support,2,15,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. The Homebuyer Support program will provide down payment support, closing cost assistance and programs that support home ownership for households under 120% AMI to make homeownership more accessible for families.",,,,,
,31055,NE,Omaha,city,6663 4.03,,,,,Affordable Housing,800000,Housing Supportive Programs,2,10,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. Housing Supportive Programs will support access for vulnerable populations or expand workforce opportunities in affordable housing. Support for seniors, technical assistance for emerging developers, job training programs for trades and construction related to housing.",,,,,
,31055,NE,Omaha,city,6663 4.04,,,,,Affordable Housing,9000000,Affordable Housing: Predevelopment Activities,2,23,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. The Predevelopment Activities program will support feasibility assessments, property acquisition, planning, permits and entitlements, demolition, remediation, site preparation, and/or infrastructure improvements to increase affordable and mixed income housing stock by supporting work needed to prepare lots for housing units.",,,,,
,31055,NE,Omaha,city,6663 4.05,,,,,Affordable Housing,4000000,Affordable Housing: Development & Gap Financing,2,15,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. The Development & Gap Financing program may include finance development, finance the gap between what traditional lenders (banks) will loan to housing developers and the construction/rehab costs. These funds increase affordable and mixed income housing stock by increasing financing resources. Construction or preservation costs for new or existing dedicated affordable housing units.",,,,,
,31055,NE,Omaha,city,6663 4.06,,,,,Affordable Housing,800000,Affordable Housing: Capacity Building & Operations,2,34,"The City of Omaha Affordable Housing projects will focus on maximizing State and Local Fiscal Recovery Funds (SLFRF) to create more affordable housing options through the city. Front Porch Investments is serving as a sub recipient to manage these programs. The Capacity Building & Operations program will support one-time investments in operating funding for nonprofit affordable housing providers who serve households under 80% AMI. Use of funds may include the increased capacity needed to administer current affordable housing programs and adhere to state or federal regulations, launch additional programs for increased access or production of affordable housing, or support of nonprofit-led affordable housing projects",,,,,
,31055,NE,Omaha,city,6663 4.07,,,,,Compliance and Reporting,800000,Affordable Housing Subrecipient Indirect Costs,7,1,Front Porch Investments is serving as a subrecipient to manage the affordable housing program. This project is set up to track their indirect expenses as agreed to in the agreement with the entity,,,,,
,31055,NE,Omaha,city,6663 5.00,,,,,Premium Pay,11000000,Premium Pay,4,1,"The American Rescue Plan Act (ARPA) allows for State and Local Fiscal Recovery Funds (SLFRF) to be used for premium pay to eligible workers. The Final Rule states that premium pay is designed to compensate workers that, by virtue of their employment, were forced to take on additional burdens and make great personal sacrifices as a result of the COVID-19 pandemic. City of Omaha employees fall within this group of workers. The City of Omaha will provide $10.00/hour for all full-time employee regularly scheduled hours classified as regular time or limited duty time for the period of July 24, 2022 through November 12, 2022 up to $3,000. The City of Omaha will provide $10.00/hour for all part-time or seasonal employee regular hours (up to 28/week for part-time and up to 40/week seasonal) or limited duty hours for the period of July 24, 2022 through November 12, 2022 up to $1,500.",,,,,
,31055,NE,Omaha,city,6663 6.01,,,,,Healthy Neighborhoods,1500000,Mandan Park,2,22,"This can be categorized as a full assessment and evaluation of the functions and potential of the park. This includes between 1-3 miles of new nature/natural surface trails, tree clearing for increased access and viewing through the park (which will enhance security and safety), new playground features, and updated picnic areas for both drop-in and reserved use. A Nature Center to house a new youth summer camp is also planned for the southeast corner of the property. There was a measurable increase in the use of Mandan Park during the pandemic. This produced new wear patterns with the use of the nature area and existing equipment. The majority of the equipment is at the end of its use life. The addition of a camp in this location is because it is most reminiscent of the camp at Hummel Park and we want to ensure the access for those in the south and central part, most of whom are located in the heart of the census tract, to that kind of experience as well.",,,,,
